,edges,chrom_sym_func,e_positive
10,"[(0, 2), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (1, 3), (1, 4), (1, 6), (1, 7), (1, 8), (1, 9), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (2, 10), (3, 5), (3, 6), (3, 7), (3, 9), (3, 10), (4, 6), (4, 8), (4, 10), (5, 7), (5, 8), (5, 9), (5, 10), (6, 8), (6, 9), (6, 10), (7, 8), (7, 9), (7, 10), (8, 10), (9, 10)]","960*e[6, 5] + 6912*e[7, 4] + 36480*e[8, 3] + 211008*e[9, 2] + 1166400*e[10, 1] + 6737280*e[11]",True
11,"[(0, 2), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (1, 3), (1, 4), (1, 6), (1, 7), (1, 8), (1, 9), (1, 10), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (2, 10), (3, 5), (3, 6), (3, 7), (3, 9), (3, 10), (4, 6), (4, 8), (4, 10), (5, 7), (5, 8), (5, 9), (5, 10), (6, 8), (6, 9), (6, 10), (7, 8), (7, 9), (7, 10), (8, 10), (9, 10)]","480*e[6, 5] + 4896*e[7, 4] + 31200*e[8, 3] + 206304*e[9, 2] + 1265760*e[10, 1] + 7661280*e[11]",True
12,"[(0, 2), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (1, 3), (1, 4), (1, 6), (1, 7), (1, 8), (1, 9), (1, 10), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 10), (3, 5), (3, 6), (3, 7), (3, 9), (3, 10), (4, 6), (4, 8), (4, 9), (4, 10), (5, 7), (5, 8), (5, 9), (5, 10), (6, 8), (6, 9), (6, 10), (7, 8), (7, 9), (8, 10)]","2760*e[6, 5] + 9720*e[7, 4] + 39720*e[8, 3] + 197400*e[9, 2] + 1072440*e[10, 1] + 6226440*e[11]",True
13,"[(0, 2), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (1, 3), (1, 4), (1, 6), (1, 7), (1, 8), (1, 9), (1, 10), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 10), (3, 5), (3, 6), (3, 7), (3, 9), (3, 10), (4, 6), (4, 8), (4, 9), (4, 10), (5, 7), (5, 8), (5, 9), (5, 10), (6, 8), (6, 9), (7, 8), (7, 9), (7, 10), (8, 10)]","2880*e[6, 5] + 9504*e[7, 4] + 39600*e[8, 3] + 198576*e[9, 2] + 1069200*e[10, 1] + 6233040*e[11]",True
14,"[(0, 2), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (1, 3), (1, 4), (1, 6), (1, 7), (1, 8), (1, 9), (1, 10), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 10), (3, 5), (3, 6), (3, 7), (3, 9), (3, 10), (4, 6), (4, 8), (4, 9), (4, 10), (5, 7), (5, 8), (5, 9), (6, 8), (6, 9), (6, 10), (7, 8), (7, 9), (7, 10), (8, 10)]","2760*e[6, 5] + 8856*e[7, 4] + 39720*e[8, 3] + 205464*e[9, 2] + 1072440*e[10, 1] + 6068040*e[11]",True
15,"[(0, 2), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (1, 3), (1, 4), (1, 6), (1, 7), (1, 8), (1, 9), (1, 10), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 10), (3, 5), (3, 6), (3, 7), (3, 9), (3, 10), (4, 6), (4, 8), (4, 9), (5, 7), (5, 8), (5, 9), (5, 10), (6, 8), (6, 9), (6, 10), (7, 8), (7, 9), (7, 10), (8, 10)]","2880*e[6, 5] + 8784*e[7, 4] + 39600*e[8, 3] + 203616*e[9, 2] + 1084320*e[10, 1] + 6027120*e[11]",True
16,"[(0, 2), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (1, 3), (1, 4), (1, 6), (1, 7), (1, 8), (1, 9), (1, 10), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 10), (3, 5), (3, 6), (3, 7), (3, 9), (4, 6), (4, 8), (4, 9), (4, 10), (5, 7), (5, 8), (5, 9), (5, 10), (6, 8), (6, 9), (6, 10), (7, 8), (7, 9), (7, 10), (8, 10)]","2400*e[6, 5] + 8784*e[7, 4] + 40080*e[8, 3] + 206976*e[9, 2] + 1097280*e[10, 1] + 5842320*e[11]",True
17,"[(0, 2), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (1, 3), (1, 4), (1, 6), (1, 7), (1, 8), (1, 9), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 10), (3, 5), (3, 6), (3, 7), (3, 9), (3, 10), (4, 6), (4, 8), (4, 9), (4, 10), (5, 7), (5, 8), (5, 9), (5, 10), (6, 8), (6, 9), (6, 10), (7, 8), (7, 9), (7, 10), (8, 10)]","2640*e[6, 5] + 8928*e[7, 4] + 40560*e[8, 3] + 202272*e[9, 2] + 1080000*e[10, 1] + 6053520*e[11]",True
18,"[(0, 2), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (1, 3), (1, 4), (1, 6), (1, 7), (1, 8), (1, 9), (1, 10), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 10), (3, 5), (3, 6), (3, 7), (3, 9), (3, 10), (4, 6), (4, 8), (4, 9), (4, 10), (5, 7), (5, 8), (5, 9), (5, 10), (6, 8), (6, 9), (6, 10), (7, 8), (7, 9), (9, 10)]","3360*e[6, 5] + 8640*e[7, 4] + 39840*e[8, 3] + 198240*e[9, 2] + 1075680*e[10, 1] + 6204000*e[11]",True
19,"[(0, 2), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (1, 3), (1, 4), (1, 6), (1, 7), (1, 8), (1, 9), (1, 10), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 10), (3, 5), (3, 6), (3, 7), (3, 9), (3, 10), (4, 6), (4, 8), (4, 9), (4, 10), (5, 7), (5, 8), (5, 9), (5, 10), (6, 8), (6, 9), (7, 8), (7, 9), (7, 10), (9, 10)]","3480*e[6, 5] + 8424*e[7, 4] + 39720*e[8, 3] + 199416*e[9, 2] + 1072440*e[10, 1] + 6210600*e[11]",True
20,"[(0, 2), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (1, 3), (1, 4), (1, 6), (1, 7), (1, 8), (1, 9), (1, 10), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 10), (3, 5), (3, 6), (3, 7), (3, 9), (3, 10), (4, 6), (4, 8), (4, 9), (4, 10), (5, 7), (5, 8), (5, 9), (6, 8), (6, 9), (6, 10), (7, 8), (7, 9), (7, 10), (9, 10)]","3360*e[6, 5] + 7776*e[7, 4] + 39840*e[8, 3] + 206304*e[9, 2] + 1075680*e[10, 1] + 6045600*e[11]",True
21,"[(0, 2), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (1, 3), (1, 4), (1, 6), (1, 7), (1, 8), (1, 9), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 10), (3, 5), (3, 6), (3, 7), (3, 9), (3, 10), (4, 6), (4, 8), (4, 9), (4, 10), (5, 7), (5, 8), (5, 9), (5, 10), (6, 8), (6, 9), (6, 10), (7, 8), (7, 9), (7, 10), (9, 10)]","3240*e[6, 5] + 7848*e[7, 4] + 40680*e[8, 3] + 203112*e[9, 2] + 1083240*e[10, 1] + 6031080*e[11]",True
22,"[(0, 2), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (1, 3), (1, 4), (1, 6), (1, 7), (1, 8), (1, 9), (1, 10), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 10), (3, 5), (3, 6), (3, 7), (3, 9), (3, 10), (4, 6), (4, 8), (4, 9), (4, 10), (5, 7), (5, 8), (5, 9), (5, 10), (6, 8), (6, 9), (6, 10), (7, 8), (7, 9), (7, 10), (9, 10)]","4200*e[6, 5] + 7272*e[7, 4] + 39720*e[8, 3] + 198408*e[9, 2] + 1087560*e[10, 1] + 6147240*e[11]",True
23,"[(0, 2), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (1, 3), (1, 4), (1, 6), (1, 7), (1, 8), (1, 9), (1, 10), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 10), (3, 5), (3, 6), (3, 7), (3, 9), (3, 10), (4, 6), (4, 8), (4, 9), (4, 10), (5, 7), (5, 8), (5, 9), (6, 8), (6, 9), (6, 10), (7, 8), (7, 9), (8, 10), (9, 10)]","2880*e[6, 5] + 8640*e[7, 4] + 39600*e[8, 3] + 206640*e[9, 2] + 1069200*e[10, 1] + 6074640*e[11]",True
24,"[(0, 2), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (1, 3), (1, 4), (1, 6), (1, 7), (1, 8), (1, 9), (1, 10), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 10), (3, 5), (3, 6), (3, 7), (3, 9), (4, 6), (4, 8), (4, 9), (4, 10), (5, 7), (5, 8), (5, 9), (5, 10), (6, 8), (6, 9), (6, 10), (7, 8), (7, 9), (8, 10), (9, 10)]","2520*e[6, 5] + 8568*e[7, 4] + 39960*e[8, 3] + 208152*e[9, 2] + 1094040*e[10, 1] + 5848920*e[11]",True
25,"[(0, 2), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (1, 3), (1, 4), (1, 6), (1, 7), (1, 8), (1, 9), (1, 10), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (3, 5), (3, 6), (3, 7), (3, 9), (3, 10), (4, 6), (4, 8), (4, 9), (4, 10), (5, 7), (5, 8), (5, 9), (5, 10), (6, 8), (6, 9), (6, 10), (7, 8), (7, 9), (8, 10), (9, 10)]","3120*e[6, 5] + 8208*e[7, 4] + 40080*e[8, 3] + 203952*e[9, 2] + 1082160*e[10, 1] + 6032400*e[11]",True
26,"[(0, 2), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (1, 3), (1, 4), (1, 6), (1, 7), (1, 8), (1, 9), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 10), (3, 5), (3, 6), (3, 7), (3, 9), (3, 10), (4, 6), (4, 8), (4, 9), (4, 10), (5, 7), (5, 8), (5, 9), (5, 10), (6, 8), (6, 9), (6, 10), (7, 8), (7, 9), (8, 10), (9, 10)]","2760*e[6, 5] + 8712*e[7, 4] + 40440*e[8, 3] + 203448*e[9, 2] + 1076760*e[10, 1] + 6060120*e[11]",True
27,"[(0, 2), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (1, 3), (1, 4), (1, 6), (1, 7), (1, 8), (1, 9), (1, 10), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 10), (3, 5), (3, 6), (3, 7), (3, 9), (3, 10), (4, 6), (4, 8), (4, 9), (5, 7), (5, 8), (5, 9), (5, 10), (6, 8), (6, 9), (7, 8), (7, 9), (7, 10), (8, 10), (9, 10)]","3120*e[6, 5] + 8352*e[7, 4] + 39360*e[8, 3] + 205968*e[9, 2] + 1077840*e[10, 1] + 6040320*e[11]",True
28,"[(0, 2), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (1, 3), (1, 4), (1, 6), (1, 7), (1, 8), (1, 9), (1, 10), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 10), (3, 5), (3, 6), (3, 7), (3, 9), (4, 6), (4, 8), (4, 9), (4, 10), (5, 7), (5, 8), (5, 9), (5, 10), (6, 8), (6, 9), (7, 8), (7, 9), (7, 10), (8, 10), (9, 10)]","2640*e[6, 5] + 8352*e[7, 4] + 39840*e[8, 3] + 209328*e[9, 2] + 1090800*e[10, 1] + 5855520*e[11]",True
29,"[(0, 2), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (1, 3), (1, 4), (1, 6), (1, 7), (1, 8), (1, 9), (1, 10), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (3, 5), (3, 6), (3, 7), (3, 9), (3, 10), (4, 6), (4, 8), (4, 9), (4, 10), (5, 7), (5, 8), (5, 9), (5, 10), (6, 8), (6, 9), (7, 8), (7, 9), (7, 10), (8, 10), (9, 10)]","3240*e[6, 5] + 7992*e[7, 4] + 39960*e[8, 3] + 205128*e[9, 2] + 1078920*e[10, 1] + 6039000*e[11]",True
30,"[(0, 2), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (1, 3), (1, 4), (1, 6), (1, 7), (1, 8), (1, 9), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 10), (3, 5), (3, 6), (3, 7), (3, 9), (3, 10), (4, 6), (4, 8), (4, 9), (4, 10), (5, 7), (5, 8), (5, 9), (5, 10), (6, 8), (6, 9), (7, 8), (7, 9), (7, 10), (8, 10), (9, 10)]","2880*e[6, 5] + 8496*e[7, 4] + 40320*e[8, 3] + 204624*e[9, 2] + 1073520*e[10, 1] + 6066720*e[11]",True
31,"[(0, 2), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (1, 3), (1, 4), (1, 6), (1, 7), (1, 8), (1, 9), (1, 10), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 10), (3, 5), (3, 6), (3, 7), (3, 9), (3, 10), (4, 6), (4, 8), (4, 9), (4, 10), (5, 7), (5, 8), (5, 9), (6, 8), (6, 9), (6, 10), (7, 8), (7, 9), (7, 10), (8, 10), (9, 10)]","3720*e[6, 5] + 7272*e[7, 4] + 39480*e[8, 3] + 206808*e[9, 2] + 1081080*e[10, 1] + 6017880*e[11]",True
32,"[(0, 2), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (1, 3), (1, 4), (1, 6), (1, 7), (1, 8), (1, 9), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 10), (3, 5), (3, 6), (3, 7), (3, 9), (3, 10), (4, 6), (4, 8), (4, 9), (5, 7), (5, 8), (5, 9), (5, 10), (6, 8), (6, 9), (6, 10), (7, 8), (7, 9), (7, 10), (8, 10), (9, 10)]","2880*e[6, 5] + 7776*e[7, 4] + 40320*e[8, 3] + 209664*e[9, 2] + 1088640*e[10, 1] + 5860800*e[11]",True
33,"[(0, 2), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (1, 3), (1, 4), (1, 6), (1, 7), (1, 8), (1, 9), (1, 10), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 10), (3, 5), (3, 6), (3, 7), (3, 9), (3, 10), (4, 6), (4, 8), (4, 9), (5, 7), (5, 8), (5, 9), (5, 10), (6, 8), (6, 9), (6, 10), (7, 8), (7, 9), (7, 10), (8, 10), (9, 10)]","3840*e[6, 5] + 7200*e[7, 4] + 39360*e[8, 3] + 204960*e[9, 2] + 1092960*e[10, 1] + 5976960*e[11]",True
34,"[(0, 2), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (1, 3), (1, 4), (1, 6), (1, 7), (1, 8), (1, 9), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 10), (3, 5), (3, 6), (3, 7), (3, 9), (4, 6), (4, 8), (4, 9), (4, 10), (5, 7), (5, 8), (5, 9), (5, 10), (6, 8), (6, 9), (6, 10), (7, 8), (7, 9), (7, 10), (8, 10), (9, 10)]","2400*e[6, 5] + 7776*e[7, 4] + 40800*e[8, 3] + 213024*e[9, 2] + 1101600*e[10, 1] + 5676000*e[11]",True
35,"[(0, 2), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (1, 3), (1, 4), (1, 6), (1, 7), (1, 8), (1, 9), (1, 10), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (3, 5), (3, 6), (3, 7), (3, 9), (3, 10), (4, 6), (4, 8), (4, 9), (4, 10), (5, 7), (5, 8), (5, 9), (5, 10), (6, 8), (6, 9), (6, 10), (7, 8), (7, 9), (7, 10), (8, 10), (9, 10)]","3960*e[6, 5] + 6840*e[7, 4] + 39960*e[8, 3] + 204120*e[9, 2] + 1094040*e[10, 1] + 5975640*e[11]",True
36,"[(0, 2), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (1, 3), (1, 4), (1, 6), (1, 7), (1, 8), (1, 9), (1, 10), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 10), (3, 5), (3, 6), (3, 7), (3, 9), (3, 10), (4, 6), (4, 8), (4, 9), (4, 10), (5, 7), (5, 8), (5, 9), (5, 10), (6, 8), (6, 9), (6, 10), (7, 8), (7, 9), (7, 10), (8, 10)]","1680*e[6, 5] + 7488*e[7, 4] + 35760*e[8, 3] + 198912*e[9, 2] + 1162080*e[10, 1] + 7046160*e[11]",True
37,"[(0, 2), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (1, 3), (1, 4), (1, 6), (1, 7), (1, 8), (1, 9), (1, 10), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 10), (3, 5), (3, 6), (3, 7), (3, 9), (3, 10), (4, 6), (4, 8), (4, 9), (4, 10), (5, 7), (5, 8), (5, 9), (5, 10), (6, 8), (6, 9), (6, 10), (7, 8), (7, 9), (7, 10), (9, 10)]","2280*e[6, 5] + 6408*e[7, 4] + 35880*e[8, 3] + 199752*e[9, 2] + 1165320*e[10, 1] + 7023720*e[11]",True
38,"[(0, 2), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (1, 3), (1, 4), (1, 6), (1, 7), (1, 8), (1, 9), (1, 10), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 10), (3, 5), (3, 6), (3, 7), (3, 9), (3, 10), (4, 6), (4, 8), (4, 9), (4, 10), (5, 7), (5, 8), (5, 9), (5, 10), (6, 8), (6, 9), (6, 10), (7, 8), (7, 9), (8, 10), (9, 10)]","1800*e[6, 5] + 7272*e[7, 4] + 35640*e[8, 3] + 200088*e[9, 2] + 1158840*e[10, 1] + 7052760*e[11]",True
39,"[(0, 2), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (1, 3), (1, 4), (1, 6), (1, 7), (1, 8), (1, 9), (1, 10), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 10), (3, 5), (3, 6), (3, 7), (3, 9), (3, 10), (4, 6), (4, 8), (4, 9), (4, 10), (5, 7), (5, 8), (5, 9), (5, 10), (6, 8), (6, 9), (7, 8), (7, 9), (7, 10), (8, 10), (9, 10)]","1920*e[6, 5] + 7056*e[7, 4] + 35520*e[8, 3] + 201264*e[9, 2] + 1155600*e[10, 1] + 7059360*e[11]",True
40,"[(0, 2), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (1, 3), (1, 4), (1, 6), (1, 7), (1, 8), (1, 9), (1, 10), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 10), (3, 5), (3, 6), (3, 7), (3, 9), (3, 10), (4, 6), (4, 8), (4, 9), (4, 10), (5, 7), (5, 8), (5, 9), (6, 8), (6, 9), (6, 10), (7, 8), (7, 9), (7, 10), (8, 10), (9, 10)]","1800*e[6, 5] + 6408*e[7, 4] + 35640*e[8, 3] + 208152*e[9, 2] + 1158840*e[10, 1] + 6894360*e[11]",True
41,"[(0, 2), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (1, 3), (1, 4), (1, 6), (1, 7), (1, 8), (1, 9), (1, 10), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 10), (3, 5), (3, 6), (3, 7), (3, 9), (3, 10), (4, 6), (4, 8), (4, 9), (5, 7), (5, 8), (5, 9), (5, 10), (6, 8), (6, 9), (6, 10), (7, 8), (7, 9), (7, 10), (8, 10), (9, 10)]","1920*e[6, 5] + 6336*e[7, 4] + 35520*e[8, 3] + 206304*e[9, 2] + 1170720*e[10, 1] + 6853440*e[11]",True
42,"[(0, 2), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (1, 3), (1, 4), (1, 6), (1, 7), (1, 8), (1, 9), (1, 10), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 10), (3, 5), (3, 6), (3, 7), (3, 9), (4, 6), (4, 8), (4, 9), (4, 10), (5, 7), (5, 8), (5, 9), (5, 10), (6, 8), (6, 9), (6, 10), (7, 8), (7, 9), (7, 10), (8, 10), (9, 10)]","1440*e[6, 5] + 6336*e[7, 4] + 36000*e[8, 3] + 209664*e[9, 2] + 1183680*e[10, 1] + 6668640*e[11]",True
