,edges,chrom_sym_func,e_positive
10,"[(0, 5), (0, 8), (1, 6), (1, 7), (1, 10), (2, 6), (2, 7), (3, 8), (3, 9), (4, 9), (4, 10), (6, 10)]","8*e[3, 2, 2, 2, 2] + 16*e[3, 3, 2, 2, 1] + 24*e[3, 3, 3, 2] + 12*e[4, 2, 2, 2, 1] + 148*e[4, 3, 2, 2] + 24*e[4, 3, 3, 1] + 54*e[4, 4, 2, 1] + 102*e[4, 4, 3] + 64*e[5, 2, 2, 2] + 128*e[5, 3, 2, 1] + 144*e[5, 3, 3] + 380*e[5, 4, 2] + 96*e[5, 5, 1] + 40*e[6, 2, 2, 1] + 264*e[6, 3, 2] + 120*e[6, 4, 1] + 294*e[6, 5] + 96*e[7, 2, 2] + 72*e[7, 3, 1] + 186*e[7, 4] + 56*e[8, 2, 1] + 126*e[8, 3] + 114*e[9, 2] + 54*e[10, 1] + 66*e[11]",True
11,"[(0, 5), (0, 10), (1, 6), (1, 7), (1, 10), (2, 6), (2, 8), (3, 7), (3, 9), (4, 8), (4, 9), (5, 10), (6, 10)]","4*e[3, 2, 2, 2, 2] + 64*e[3, 3, 3, 2] + 12*e[4, 2, 2, 2, 1] + 124*e[4, 3, 2, 2] + 48*e[4, 3, 3, 1] + 72*e[4, 4, 2, 1] + 108*e[4, 4, 3] + 56*e[5, 2, 2, 2] + 128*e[5, 3, 2, 1] + 272*e[5, 3, 3] + 292*e[5, 4, 2] + 128*e[5, 5, 1] + 60*e[6, 2, 2, 1] + 460*e[6, 3, 2] + 240*e[6, 4, 1] + 292*e[6, 5] + 184*e[7, 2, 2] + 192*e[7, 3, 1] + 252*e[7, 4] + 140*e[8, 2, 1] + 508*e[8, 3] + 376*e[9, 2] + 252*e[10, 1] + 308*e[11]",True
12,"[(0, 5), (0, 9), (1, 6), (1, 7), (2, 6), (2, 8), (2, 10), (3, 7), (3, 9), (4, 8), (4, 10), (5, 9), (6, 10)]","16*e[3, 3, 2, 2, 1] + 48*e[3, 3, 3, 2] + 144*e[4, 3, 2, 2] + 48*e[4, 3, 3, 1] + 72*e[4, 4, 2, 1] + 204*e[4, 4, 3] + 160*e[5, 3, 2, 1] + 288*e[5, 3, 3] + 508*e[5, 4, 2] + 192*e[5, 5, 1] + 348*e[6, 3, 2] + 240*e[6, 4, 1] + 588*e[6, 5] + 20*e[7, 2, 2] + 144*e[7, 3, 1] + 372*e[7, 4] + 28*e[8, 2, 1] + 252*e[8, 3] + 120*e[9, 2] + 108*e[10, 1] + 132*e[11]",True
13,"[(0, 5), (0, 9), (1, 6), (1, 7), (1, 10), (2, 6), (2, 8), (3, 7), (3, 9), (4, 8), (4, 10), (5, 9), (7, 10)]","16*e[3, 3, 2, 2, 1] + 32*e[3, 3, 3, 2] + 116*e[4, 3, 2, 2] + 168*e[4, 3, 3, 1] + 36*e[4, 4, 2, 1] + 396*e[4, 4, 3] + 12*e[5, 2, 2, 2] + 96*e[5, 3, 2, 1] + 232*e[5, 3, 3] + 288*e[5, 4, 2] + 20*e[6, 2, 2, 1] + 404*e[6, 3, 2] + 180*e[6, 4, 1] + 200*e[6, 5] + 88*e[7, 2, 2] + 336*e[7, 3, 1] + 564*e[7, 4] + 84*e[8, 2, 1] + 548*e[8, 3] + 248*e[9, 2] + 180*e[10, 1] + 220*e[11]",True
14,"[(0, 5), (0, 9), (0, 10), (1, 6), (1, 7), (2, 6), (2, 8), (3, 7), (3, 9), (3, 10), (4, 8), (5, 9), (5, 10), (9, 10)]","12*e[4, 2, 2, 2, 1] + 132*e[4, 3, 2, 2] + 48*e[4, 3, 3, 1] + 72*e[4, 4, 2, 1] + 204*e[4, 4, 3] + 96*e[5, 2, 2, 2] + 192*e[5, 3, 2, 1] + 288*e[5, 3, 3] + 636*e[5, 4, 2] + 192*e[5, 5, 1] + 60*e[6, 2, 2, 1] + 420*e[6, 3, 2] + 240*e[6, 4, 1] + 588*e[6, 5] + 144*e[7, 2, 2] + 144*e[7, 3, 1] + 372*e[7, 4] + 84*e[8, 2, 1] + 252*e[8, 3] + 192*e[9, 2] + 108*e[10, 1] + 132*e[11]",True
15,"[(0, 5), (0, 9), (0, 10), (1, 6), (1, 7), (2, 6), (2, 8), (3, 7), (3, 9), (4, 8), (4, 10), (5, 9), (5, 10), (9, 10)]","12*e[4, 2, 2, 2, 1] + 160*e[4, 3, 2, 2] + 48*e[4, 3, 3, 1] + 72*e[4, 4, 2, 1] + 288*e[4, 4, 3] + 72*e[5, 2, 2, 2] + 128*e[5, 3, 2, 1] + 240*e[5, 3, 3] + 604*e[5, 4, 2] + 128*e[5, 5, 1] + 60*e[6, 2, 2, 1] + 480*e[6, 3, 2] + 240*e[6, 4, 1] + 732*e[6, 5] + 208*e[7, 2, 2] + 192*e[7, 3, 1] + 648*e[7, 4] + 140*e[8, 2, 1] + 480*e[8, 3] + 408*e[9, 2] + 252*e[10, 1] + 528*e[11]",True
16,"[(0, 5), (0, 6), (0, 10), (1, 7), (1, 8), (2, 7), (2, 9), (3, 8), (3, 10), (4, 9), (5, 6), (5, 10)]","4*e[3, 2, 2, 2, 2] + 12*e[3, 3, 2, 2, 1] + 40*e[3, 3, 3, 2] + 12*e[4, 2, 2, 2, 1] + 164*e[4, 3, 2, 2] + 72*e[4, 3, 3, 1] + 72*e[4, 4, 2, 1] + 228*e[4, 4, 3] + 32*e[5, 2, 2, 2] + 80*e[5, 3, 2, 1] + 140*e[5, 3, 3] + 316*e[5, 4, 2] + 64*e[5, 5, 1] + 20*e[6, 2, 2, 1] + 172*e[6, 3, 2] + 120*e[6, 4, 1] + 196*e[6, 5] + 48*e[7, 2, 2] + 60*e[7, 3, 1] + 180*e[7, 4] + 28*e[8, 2, 1] + 100*e[8, 3] + 64*e[9, 2] + 36*e[10, 1] + 44*e[11]",True
17,"[(0, 5), (0, 6), (0, 10), (1, 7), (1, 8), (2, 7), (2, 9), (3, 8), (3, 10), (4, 9), (5, 6), (5, 10), (6, 10)]","18*e[4, 2, 2, 2, 1] + 198*e[4, 3, 2, 2] + 72*e[4, 3, 3, 1] + 108*e[4, 4, 2, 1] + 306*e[4, 4, 3] + 48*e[5, 2, 2, 2] + 96*e[5, 3, 2, 1] + 144*e[5, 3, 3] + 474*e[5, 4, 2] + 96*e[5, 5, 1] + 30*e[6, 2, 2, 1] + 210*e[6, 3, 2] + 180*e[6, 4, 1] + 294*e[6, 5] + 72*e[7, 2, 2] + 72*e[7, 3, 1] + 270*e[7, 4] + 42*e[8, 2, 1] + 126*e[8, 3] + 96*e[9, 2] + 54*e[10, 1] + 66*e[11]",True
18,"[(0, 5), (0, 6), (0, 10), (1, 5), (1, 6), (2, 7), (2, 8), (2, 10), (3, 7), (3, 9), (4, 8), (4, 9), (5, 10), (7, 10)]","4*e[3, 2, 2, 2, 2] + 24*e[3, 3, 3, 2] + 12*e[4, 2, 2, 2, 1] + 116*e[4, 3, 2, 2] + 24*e[4, 3, 3, 1] + 72*e[4, 4, 2, 1] + 300*e[4, 4, 3] + 92*e[5, 2, 2, 2] + 64*e[5, 3, 2, 1] + 216*e[5, 3, 3] + 564*e[5, 4, 2] + 120*e[6, 2, 2, 1] + 516*e[6, 3, 2] + 300*e[6, 4, 1] + 600*e[6, 5] + 448*e[7, 2, 2] + 288*e[7, 3, 1] + 852*e[7, 4] + 392*e[8, 2, 1] + 684*e[8, 3] + 924*e[9, 2] + 540*e[10, 1] + 660*e[11]",True
19,"[(0, 5), (0, 6), (0, 9), (1, 5), (1, 6), (2, 7), (2, 8), (2, 10), (3, 7), (3, 9), (4, 8), (4, 10), (5, 9), (7, 10)]","16*e[3, 3, 2, 2, 1] + 164*e[4, 3, 2, 2] + 108*e[4, 4, 2, 1] + 108*e[4, 4, 3] + 12*e[5, 2, 2, 2] + 192*e[5, 3, 2, 1] + 1080*e[5, 4, 2] + 576*e[5, 5, 1] + 20*e[6, 2, 2, 1] + 360*e[6, 3, 2] + 360*e[6, 4, 1] + 1764*e[6, 5] + 148*e[7, 2, 2] + 612*e[7, 4] + 168*e[8, 2, 1] + 180*e[8, 3] + 468*e[9, 2] + 324*e[10, 1] + 396*e[11]",True
20,"[(0, 5), (0, 6), (0, 9), (0, 10), (1, 5), (1, 6), (2, 7), (2, 8), (3, 7), (3, 9), (4, 8), (4, 10), (5, 9), (5, 10), (9, 10)]","12*e[4, 2, 2, 2, 1] + 132*e[4, 3, 2, 2] + 36*e[4, 4, 2, 1] + 84*e[4, 4, 3] + 120*e[5, 2, 2, 2] + 192*e[5, 3, 2, 1] + 96*e[5, 3, 3] + 508*e[5, 4, 2] + 128*e[5, 5, 1] + 180*e[6, 2, 2, 1] + 996*e[6, 3, 2] + 360*e[6, 4, 1] + 432*e[6, 5] + 680*e[7, 2, 2] + 480*e[7, 3, 1] + 996*e[7, 4] + 532*e[8, 2, 1] + 1164*e[8, 3] + 1476*e[9, 2] + 792*e[10, 1] + 1188*e[11]",True
21,"[(0, 5), (0, 6), (0, 10), (1, 5), (1, 7), (1, 10), (2, 6), (2, 8), (3, 7), (3, 9), (4, 8), (4, 9), (5, 10)]","4*e[3, 2, 2, 2, 2] + 64*e[3, 3, 3, 2] + 6*e[4, 2, 2, 2, 1] + 170*e[4, 3, 2, 2] + 24*e[4, 3, 3, 1] + 36*e[4, 4, 2, 1] + 342*e[4, 4, 3] + 44*e[5, 2, 2, 2] + 64*e[5, 3, 2, 1] + 296*e[5, 3, 3] + 458*e[5, 4, 2] + 64*e[5, 5, 1] + 30*e[6, 2, 2, 1] + 370*e[6, 3, 2] + 120*e[6, 4, 1] + 586*e[6, 5] + 116*e[7, 2, 2] + 96*e[7, 3, 1] + 522*e[7, 4] + 70*e[8, 2, 1] + 394*e[8, 3] + 220*e[9, 2] + 126*e[10, 1] + 374*e[11]",True
22,"[(0, 5), (0, 6), (0, 10), (1, 5), (1, 7), (1, 10), (2, 6), (2, 8), (3, 7), (3, 9), (4, 8), (4, 9), (5, 10), (6, 10)]","2*e[3, 2, 2, 2, 2] + 32*e[3, 3, 3, 2] + 6*e[4, 2, 2, 2, 1] + 146*e[4, 3, 2, 2] + 24*e[4, 3, 3, 1] + 36*e[4, 4, 2, 1] + 306*e[4, 4, 3] + 70*e[5, 2, 2, 2] + 112*e[5, 3, 2, 1] + 316*e[5, 3, 3] + 596*e[5, 4, 2] + 112*e[5, 5, 1] + 60*e[6, 2, 2, 1] + 560*e[6, 3, 2] + 210*e[6, 4, 1] + 878*e[6, 5] + 230*e[7, 2, 2] + 204*e[7, 3, 1] + 774*e[7, 4] + 154*e[8, 2, 1] + 614*e[8, 3] + 470*e[9, 2] + 288*e[10, 1] + 682*e[11]",True
23,"[(0, 5), (0, 6), (1, 5), (1, 7), (1, 10), (2, 6), (2, 8), (2, 10), (3, 7), (3, 9), (4, 8), (4, 9), (5, 10), (6, 10)]","2*e[3, 2, 2, 2, 2] + 4*e[3, 3, 2, 2, 1] + 40*e[3, 3, 3, 2] + 6*e[4, 2, 2, 2, 1] + 116*e[4, 3, 2, 2] + 48*e[4, 3, 3, 1] + 36*e[4, 4, 2, 1] + 126*e[4, 4, 3] + 76*e[5, 2, 2, 2] + 128*e[5, 3, 2, 1] + 248*e[5, 3, 3] + 504*e[5, 4, 2] + 112*e[5, 5, 1] + 90*e[6, 2, 2, 1] + 724*e[6, 3, 2] + 270*e[6, 4, 1] + 778*e[6, 5] + 364*e[7, 2, 2] + 312*e[7, 3, 1] + 750*e[7, 4] + 266*e[8, 2, 1] + 802*e[8, 3] + 826*e[9, 2] + 468*e[10, 1] + 902*e[11]",True
24,"[(0, 5), (0, 6), (1, 5), (1, 7), (1, 10), (2, 6), (2, 8), (2, 10), (3, 7), (3, 9), (4, 8), (4, 9), (6, 10), (7, 10)]","2*e[3, 2, 2, 2, 2] + 52*e[3, 3, 3, 2] + 6*e[4, 2, 2, 2, 1] + 130*e[4, 3, 2, 2] + 36*e[4, 3, 3, 1] + 36*e[4, 4, 2, 1] + 210*e[4, 4, 3] + 70*e[5, 2, 2, 2] + 112*e[5, 3, 2, 1] + 272*e[5, 3, 3] + 372*e[5, 4, 2] + 64*e[5, 5, 1] + 100*e[6, 2, 2, 1] + 712*e[6, 3, 2] + 210*e[6, 4, 1] + 406*e[6, 5] + 470*e[7, 2, 2] + 348*e[7, 3, 1] + 702*e[7, 4] + 378*e[8, 2, 1] + 1078*e[8, 3] + 1126*e[9, 2] + 576*e[10, 1] + 1034*e[11]",True
25,"[(0, 5), (0, 6), (1, 5), (1, 7), (2, 6), (2, 8), (2, 10), (3, 7), (3, 9), (3, 10), (4, 8), (4, 9), (6, 10), (7, 10)]","2*e[3, 2, 2, 2, 2] + 4*e[3, 3, 2, 2, 1] + 32*e[3, 3, 3, 2] + 6*e[4, 2, 2, 2, 1] + 130*e[4, 3, 2, 2] + 24*e[4, 3, 3, 1] + 36*e[4, 4, 2, 1] + 342*e[4, 4, 3] + 70*e[5, 2, 2, 2] + 128*e[5, 3, 2, 1] + 304*e[5, 3, 3] + 320*e[5, 4, 2] + 48*e[5, 5, 1] + 100*e[6, 2, 2, 1] + 608*e[6, 3, 2] + 150*e[6, 4, 1] + 182*e[6, 5] + 510*e[7, 2, 2] + 360*e[7, 3, 1] + 714*e[7, 4] + 434*e[8, 2, 1] + 1226*e[8, 3] + 1226*e[9, 2] + 612*e[10, 1] + 1078*e[11]",True
26,"[(0, 5), (0, 6), (0, 9), (1, 5), (1, 7), (2, 6), (2, 8), (2, 10), (3, 7), (3, 10), (4, 8), (4, 9), (5, 9), (8, 10)]","12*e[3, 3, 2, 2, 1] + 12*e[3, 3, 3, 2] + 116*e[4, 3, 2, 2] + 108*e[4, 3, 3, 1] + 108*e[4, 4, 2, 1] + 222*e[4, 4, 3] + 12*e[5, 2, 2, 2] + 128*e[5, 3, 2, 1] + 180*e[5, 3, 3] + 678*e[5, 4, 2] + 224*e[5, 5, 1] + 20*e[6, 2, 2, 1] + 462*e[6, 3, 2] + 390*e[6, 4, 1] + 816*e[6, 5] + 238*e[7, 2, 2] + 288*e[7, 3, 1] + 762*e[7, 4] + 252*e[8, 2, 1] + 810*e[8, 3] + 1050*e[9, 2] + 666*e[10, 1] + 1254*e[11]",True
27,"[(0, 5), (0, 6), (1, 5), (1, 7), (1, 9), (2, 6), (2, 8), (2, 10), (3, 7), (3, 10), (4, 8), (4, 9), (5, 9), (6, 10)]","8*e[3, 3, 2, 2, 1] + 40*e[3, 3, 3, 2] + 130*e[4, 3, 2, 2] + 48*e[4, 3, 3, 1] + 126*e[4, 4, 2, 1] + 78*e[4, 4, 3] + 6*e[5, 2, 2, 2] + 144*e[5, 3, 2, 1] + 200*e[5, 3, 3] + 804*e[5, 4, 2] + 288*e[5, 5, 1] + 10*e[6, 2, 2, 1] + 508*e[6, 3, 2] + 420*e[6, 4, 1] + 862*e[6, 5] + 194*e[7, 2, 2] + 216*e[7, 3, 1] + 606*e[7, 4] + 252*e[8, 2, 1] + 790*e[8, 3] + 1150*e[9, 2] + 702*e[10, 1] + 1298*e[11]",True
28,"[(0, 5), (0, 6), (0, 10), (1, 5), (1, 7), (2, 6), (2, 8), (3, 7), (3, 9), (3, 10), (4, 8), (4, 9), (5, 10), (7, 9)]","8*e[3, 3, 2, 2, 1] + 36*e[3, 3, 3, 2] + 110*e[4, 3, 2, 2] + 120*e[4, 3, 3, 1] + 54*e[4, 4, 2, 1] + 318*e[4, 4, 3] + 30*e[5, 2, 2, 2] + 88*e[5, 3, 2, 1] + 240*e[5, 3, 3] + 492*e[5, 4, 2] + 112*e[5, 5, 1] + 50*e[6, 2, 2, 1] + 564*e[6, 3, 2] + 300*e[6, 4, 1] + 798*e[6, 5] + 310*e[7, 2, 2] + 336*e[7, 3, 1] + 894*e[7, 4] + 252*e[8, 2, 1] + 870*e[8, 3] + 894*e[9, 2] + 558*e[10, 1] + 1122*e[11]",True
29,"[(0, 5), (0, 6), (1, 5), (1, 7), (1, 10), (2, 6), (2, 8), (3, 7), (3, 9), (3, 10), (4, 8), (4, 9), (5, 10), (7, 9)]","8*e[3, 3, 2, 2, 1] + 56*e[3, 3, 3, 2] + 104*e[4, 3, 2, 2] + 72*e[4, 3, 3, 1] + 18*e[4, 4, 2, 1] + 318*e[4, 4, 3] + 48*e[5, 2, 2, 2] + 96*e[5, 3, 2, 1] + 328*e[5, 3, 3] + 512*e[5, 4, 2] + 96*e[5, 5, 1] + 60*e[6, 2, 2, 1] + 620*e[6, 3, 2] + 240*e[6, 4, 1] + 974*e[6, 5] + 272*e[7, 2, 2] + 288*e[7, 3, 1] + 930*e[7, 4] + 196*e[8, 2, 1] + 782*e[8, 3] + 638*e[9, 2] + 414*e[10, 1] + 946*e[11]",True
30,"[(0, 5), (0, 6), (0, 10), (1, 5), (1, 7), (2, 6), (2, 8), (3, 7), (3, 9), (3, 10), (4, 8), (4, 9), (6, 10), (7, 9)]","8*e[3, 3, 2, 2, 1] + 44*e[3, 3, 3, 2] + 124*e[4, 3, 2, 2] + 48*e[4, 3, 3, 1] + 72*e[4, 4, 2, 1] + 306*e[4, 4, 3] + 24*e[5, 2, 2, 2] + 120*e[5, 3, 2, 1] + 292*e[5, 3, 3] + 566*e[5, 4, 2] + 160*e[5, 5, 1] + 40*e[6, 2, 2, 1] + 506*e[6, 3, 2] + 270*e[6, 4, 1] + 620*e[6, 5] + 306*e[7, 2, 2] + 276*e[7, 3, 1] + 750*e[7, 4] + 308*e[8, 2, 1] + 998*e[8, 3] + 1094*e[9, 2] + 630*e[10, 1] + 1210*e[11]",True
31,"[(0, 4), (0, 7), (0, 10), (1, 5), (1, 9), (2, 6), (2, 9), (3, 7), (3, 8), (4, 8), (4, 10), (5, 9), (6, 10)]","8*e[3, 3, 2, 2, 1] + 88*e[3, 3, 3, 2] + 120*e[4, 3, 2, 2] + 96*e[4, 3, 3, 1] + 72*e[4, 4, 2, 1] + 96*e[4, 4, 3] + 128*e[5, 3, 2, 1] + 320*e[5, 3, 3] + 392*e[5, 4, 2] + 96*e[5, 5, 1] + 496*e[6, 3, 2] + 240*e[6, 4, 1] + 544*e[6, 5] + 40*e[7, 2, 2] + 240*e[7, 3, 1] + 384*e[7, 4] + 56*e[8, 2, 1] + 400*e[8, 3] + 184*e[9, 2] + 144*e[10, 1] + 176*e[11]",True
32,"[(0, 4), (0, 7), (1, 5), (1, 8), (1, 10), (2, 6), (2, 9), (3, 7), (3, 8), (3, 10), (4, 9), (5, 8), (5, 10), (6, 9), (8, 10)]","96*e[4, 3, 2, 2] + 96*e[4, 3, 3, 1] + 72*e[4, 4, 2, 1] + 408*e[4, 4, 3] + 192*e[5, 3, 2, 1] + 576*e[5, 3, 3] + 768*e[5, 4, 2] + 384*e[5, 5, 1] + 480*e[6, 3, 2] + 480*e[6, 4, 1] + 1176*e[6, 5] + 288*e[7, 3, 1] + 744*e[7, 4] + 504*e[8, 3] + 168*e[9, 2] + 216*e[10, 1] + 264*e[11]",True
